date,price,quantity_sold,demand,day_of_week,promotion_flag
2022-05-29,4.1,124,127,Sunday,0
2022-05-29,4.74,117,130,Sunday,0
2022-05-29,3.29,133,137,Sunday,0
2022-05-29,3.22,170,198,Sunday,1
2022-05-29,5.19,115,131,Sunday,0
2022-05-29,2.22,183,188,Sunday,1
2022-05-29,3.85,124,128,Sunday,0
2022-05-29,5.35,120,126,Sunday,0
2022-05-29,2.66,127,131,Sunday,0
2022-05-29,2.5,121,135,Sunday,0
2022-05-29,5.37,133,134,Sunday,0
2022-05-29,3.85,126,133,Sunday,0
2022-05-29,2.88,127,135,Sunday,0
2022-05-29,2.83,109,123,Sunday,0
2022-05-29,5.17,123,133,Sunday,0
2022-05-29,2.81,121,128,Sunday,0
2022-05-29,3.34,121,140,Sunday,0
2022-05-29,3.59,122,132,Sunday,0
2022-05-29,3.09,126,129,Sunday,0
2022-05-29,3.22,176,193,Sunday,1
2022-05-29,5.39,120,131,Sunday,0
2022-05-29,3.29,190,198,Sunday,1
2022-05-29,3.75,113,127,Sunday,0
2022-05-29,3.1,118,133,Sunday,0
2022-05-29,2.72,119,128,Sunday,0
2022-05-29,3.58,127,132,Sunday,0
2022-05-29,4.18,119,128,Sunday,0
2022-05-29,4.91,118,126,Sunday,0
2022-05-29,4.1,188,203,Sunday,1
2022-05-29,3.78,118,130,Sunday,0
2022-05-29,3.12,134,140,Sunday,0
2022-05-29,3.02,110,128,Sunday,0
2022-05-29,2.91,189,194,Sunday,1
2022-05-29,3.65,120,134,Sunday,0
2022-05-30,3.03,90,96,Monday,0
2022-05-30,4.98,100,104,Monday,0
2022-05-30,3.77,91,99,Monday,0
2022-05-30,3.01,88,101,Monday,0
2022-05-30,4.98,87,92,Monday,0
2022-05-30,4.19,89,100,Monday,0
2022-05-30,3.7,135,144,Monday,1
2022-05-30,4.88,98,101,Monday,0
2022-05-30,3.66,80,90,Monday,0
2022-05-30,2.85,138,146,Monday,1
2022-05-30,4.88,97,99,Monday,0
2022-05-30,2.44,135,143,Monday,1
2022-05-30,5.42,100,102,Monday,0
2022-05-30,5.46,104,104,Monday,0
2022-05-30,3.18,88,101,Monday,0
2022-05-30,3.32,93,96,Monday,0
2022-05-30,3.44,78,88,Monday,0
2022-05-30,4.56,90,92,Monday,0
2022-05-30,3.02,135,151,Monday,1
2022-05-30,4.92,88,97,Monday,0
2022-05-30,4.06,101,104,Monday,0
2022-05-30,2.67,142,149,Monday,1
2022-05-30,3.21,96,103,Monday,0
2022-05-30,4.06,133,156,Monday,1
2022-05-30,4.47,82,92,Monday,0
2022-05-30,4.11,96,100,Monday,0
2022-05-30,3.38,84,98,Monday,0
2022-05-30,2.73,96,98,Monday,0
2022-05-30,2.56,95,96,Monday,0
2022-05-30,2.37,128,148,Monday,1
2022-05-30,4.2,98,98,Monday,0
2022-05-30,2.97,100,103,Monday,0
2022-05-30,3.68,91,99,Monday,0
2022-05-30,3.51,99,103,Monday,0
2022-05-30,4.88,97,98,Monday,0
2022-05-30,4.49,85,95,Monday,0
2022-05-30,3.27,149,152,Monday,1
2022-05-30,4.6,95,98,Monday,0
2022-05-30,2.63,101,104,Monday,0
2022-05-30,4.44,88,97,Monday,0
2022-05-30,4.29,141,148,Monday,1
2022-05-30,3.35,91,101,Monday,0
2022-05-30,5.29,85,97,Monday,0
2022-05-30,3.19,97,100,Monday,0
2022-05-30,3.59,92,102,Monday,0
2022-05-30,2.55,94,95,Monday,0
2022-05-30,3.17,88,103,Monday,0
2022-05-30,2.74,91,99,Monday,0
2022-05-30,4.1,91,104,Monday,0
2022-05-30,4.37,143,150,Monday,1
2022-05-31,2.65,131,153,Tuesday,1
2022-05-31,2.67,143,144,Tuesday,1
2022-05-31,2.58,86,94,Tuesday,0
2022-05-31,3.47,90,104,Tuesday,0
2022-05-31,4.55,83,91,Tuesday,0
2022-05-31,5.13,98,108,Tuesday,0
2022-05-31,3.86,96,101,Tuesday,0
2022-05-31,4.61,90,100,Tuesday,0
2022-05-31,4.12,96,103,Tuesday,0
2022-05-31,3.85,91,104,Tuesday,0
2022-05-31,3.05,83,97,Tuesday,0
2022-05-31,4.12,88,100,Tuesday,0
2022-05-31,3.82,91,101,Tuesday,0
2022-05-31,3.04,96,101,Tuesday,0
2022-05-31,4.69,104,106,Tuesday,0
2022-05-31,2.59,85,100,Tuesday,0
2022-05-31,5.12,85,92,Tuesday,0
2022-05-31,2.58,129,148,Tuesday,1
2022-05-31,2.51,94,100,Tuesday,0
2022-05-31,2.67,81,92,Tuesday,0
2022-05-31,3.85,91,98,Tuesday,0
2022-05-31,3.19,100,112,Tuesday,0
2022-05-31,3.06,81,94,Tuesday,0
2022-05-31,2.87,84,99,Tuesday,0
2022-05-31,3.22,140,157,Tuesday,1
2022-05-31,4.76,93,95,Tuesday,0
2022-05-31,3.45,147,155,Tuesday,1
2022-05-31,3.75,138,155,Tuesday,1
2022-05-31,2.54,92,98,Tuesday,0
2022-05-31,2.67,87,96,Tuesday,0
2022-05-31,2.08,131,150,Tuesday,1
2022-05-31,5.39,92,98,Tuesday,0
2022-05-31,5.43,98,100,Tuesday,0
2022-05-31,4.75,97,101,Tuesday,0
2022-05-31,2.97,143,155,Tuesday,1
2022-05-31,3.48,91,101,Tuesday,0
2022-05-31,5.15,102,104,Tuesday,0
2022-05-31,5.43,90,95,Tuesday,0
2022-05-31,4.25,88,98,Tuesday,0
2022-05-31,3.43,93,98,Tuesday,0
2022-05-31,4.87,101,103,Tuesday,0
2022-05-31,2.42,134,150,Tuesday,1
2022-05-31,2.14,135,151,Tuesday,1
2022-05-31,3.47,103,105,Tuesday,0
2022-05-31,2.51,127,147,Tuesday,1
2022-05-31,2.94,141,153,Tuesday,1
2022-05-31,3.59,93,99,Tuesday,0
2022-05-31,2.64,142,160,Tuesday,1
2022-05-31,2.9,99,100,Tuesday,0
2022-05-31,3.79,92,99,Tuesday,0
2022-06-01,5.38,80,92,Wednesday,0
2022-06-01,3.11,95,103,Wednesday,0
2022-06-01,2.58,93,99,Wednesday,0
2022-06-01,2.28,138,147,Wednesday,1
2022-06-01,4.26,94,101,Wednesday,0
2022-06-01,3.87,125,146,Wednesday,1
2022-06-01,3.44,131,148,Wednesday,1
2022-06-01,3.23,83,95,Wednesday,0
2022-06-01,5.04,94,103,Wednesday,0
2022-06-01,4.45,88,97,Wednesday,0
2022-06-01,2.59,93,94,Wednesday,0
2022-06-01,2.02,143,152,Wednesday,1
2022-06-01,4.11,95,102,Wednesday,0
2022-06-01,5.43,87,100,Wednesday,0
2022-06-01,4.16,99,106,Wednesday,0
2022-06-01,4.1,99,107,Wednesday,0
2022-06-01,3.66,93,106,Wednesday,0
2022-06-01,2.73,82,93,Wednesday,0
2022-06-01,4.18,91,96,Wednesday,0
2022-06-01,3.08,77,90,Wednesday,0
2022-06-01,3.75,92,95,Wednesday,0
2022-06-01,3.73,145,151,Wednesday,1
2022-06-01,5.44,88,93,Wednesday,0
2022-06-01,4.05,132,152,Wednesday,1
2022-06-01,2.38,137,146,Wednesday,1
2022-06-01,2.04,139,161,Wednesday,1
2022-06-01,3.03,84,94,Wednesday,0
2022-06-01,4.35,140,147,Wednesday,1
2022-06-01,3.5,100,101,Wednesday,0
2022-06-01,2.81,91,98,Wednesday,0
2022-06-01,5.44,89,102,Wednesday,0
2022-06-01,4.08,94,101,Wednesday,0
2022-06-01,5.49,84,91,Wednesday,0
2022-06-01,5.02,94,99,Wednesday,0
2022-06-01,2.53,87,91,Wednesday,0
2022-06-01,3.02,133,146,Wednesday,1
2022-06-01,5.34,89,92,Wednesday,0
2022-06-01,4.43,94,107,Wednesday,0
2022-06-01,3,92,97,Wednesday,0
2022-06-01,3.14,132,149,Wednesday,1
2022-06-01,3.57,86,93,Wednesday,0
2022-06-01,3.19,87,97,Wednesday,0
2022-06-01,3.31,89,103,Wednesday,0
2022-06-01,5.04,92,98,Wednesday,0
2022-06-01,2.94,99,102,Wednesday,0
2022-06-01,3.87,104,105,Wednesday,0
2022-06-01,3.43,92,101,Wednesday,0
2022-06-01,3.79,94,100,Wednesday,0
2022-06-01,2.06,133,143,Wednesday,1
2022-06-01,3.3,90,91,Wednesday,0
2022-06-02,4.05,81,93,Thursday,0
2022-06-02,2.45,144,146,Thursday,1
2022-06-02,2.25,142,151,Thursday,1
2022-06-02,3.87,85,93,Thursday,0
2022-06-02,2.23,148,152,Thursday,1
2022-06-02,4.8,105,105,Thursday,0
2022-06-02,3.88,93,94,Thursday,0
2022-06-02,2.65,89,94,Thursday,0
2022-06-02,5.37,93,97,Thursday,0
2022-06-02,5.12,81,93,Thursday,0
2022-06-02,3.92,85,97,Thursday,0
2022-06-02,3.95,98,98,Thursday,0
2022-06-02,3.1,98,110,Thursday,0
2022-06-02,2.59,146,153,Thursday,1
2022-06-02,3.49,139,147,Thursday,1
2022-06-02,2.63,89,101,Thursday,0
2022-06-02,3.13,145,149,Thursday,1
2022-06-02,5.38,86,98,Thursday,0
2022-06-02,2.22,147,159,Thursday,1
2022-06-02,5.41,88,95,Thursday,0
2022-06-02,4.4,123,142,Thursday,1
2022-06-02,5.19,88,96,Thursday,0
2022-06-02,4.3,92,96,Thursday,0
2022-06-02,3.2,89,103,Thursday,0
2022-06-02,5.38,93,108,Thursday,0
2022-06-02,4.15,104,108,Thursday,0
2022-06-02,3.04,85,95,Thursday,0
2022-06-02,3.06,86,99,Thursday,0
2022-06-02,3.03,90,98,Thursday,0
2022-06-02,3.92,149,159,Thursday,1
2022-06-02,3.01,105,109,Thursday,0
2022-06-02,5.39,89,95,Thursday,0
2022-06-02,3.54,136,149,Thursday,1
2022-06-02,5.43,85,96,Thursday,0
2022-06-02,4.72,90,93,Thursday,0
2022-06-02,2.76,104,106,Thursday,0
2022-06-02,3.03,97,98,Thursday,0
2022-06-02,3.56,91,99,Thursday,0
2022-06-02,2.66,89,102,Thursday,0
2022-06-02,2.64,89,103,Thursday,0
2022-06-02,4.56,84,95,Thursday,0
2022-06-02,5.44,91,94,Thursday,0
2022-06-02,2.62,112,112,Thursday,0
2022-06-02,5.5,93,100,Thursday,0
2022-06-02,4.11,82,91,Thursday,0
2022-06-02,2.58,130,144,Thursday,1
2022-06-02,3.99,84,95,Thursday,0
2022-06-02,3.77,135,155,Thursday,1
2022-06-02,3.95,95,103,Thursday,0
2022-06-02,4.54,92,103,Thursday,0
2022-06-03,2.63,93,100,Friday,0
2022-06-03,4.23,97,98,Friday,0
2022-06-03,3.15,88,95,Friday,0
2022-06-03,3.73,91,100,Friday,0
2022-06-03,2.89,90,103,Friday,0
2022-06-03,2.36,139,143,Friday,1
2022-06-03,3.67,133,154,Friday,1
2022-06-03,2.98,92,101,Friday,0
2022-06-03,4.26,91,98,Friday,0
2022-06-03,3.52,83,97,Friday,0
2022-06-03,2.74,94,101,Friday,0
2022-06-03,3.54,91,103,Friday,0
2022-06-03,2.51,96,105,Friday,0
2022-06-03,3.51,90,98,Friday,0
2022-06-03,3.58,126,145,Friday,1
2022-06-03,3.5,135,147,Friday,1
2022-06-03,4.69,104,114,Friday,0
2022-06-03,4.68,90,102,Friday,0
2022-06-03,4.19,154,154,Friday,1
2022-06-03,3.93,106,108,Friday,0
2022-06-03,2.9,101,103,Friday,0
2022-06-03,3.14,91,100,Friday,0
2022-06-03,4.47,97,106,Friday,0
2022-06-03,5.21,88,97,Friday,0
2022-06-03,4.11,91,103,Friday,0
2022-06-03,3.25,90,99,Friday,0
2022-06-03,5.44,92,102,Friday,0
2022-06-03,2.71,144,154,Friday,1
2022-06-03,4.15,96,98,Friday,0
2022-06-03,3.27,137,150,Friday,1
2022-06-03,2.58,138,151,Friday,1
2022-06-03,3.07,143,153,Friday,1
2022-06-03,4.45,98,103,Friday,0
2022-06-03,2.85,88,92,Friday,0
2022-06-03,2.6,81,95,Friday,0
2022-06-03,4.7,94,101,Friday,0
2022-06-03,4.46,89,92,Friday,0
2022-06-03,5.24,96,101,Friday,0
2022-06-03,4.12,89,103,Friday,0
2022-06-03,2.92,100,102,Friday,0
2022-06-03,3.19,89,100,Friday,0
2022-06-03,3.16,82,92,Friday,0
2022-06-03,2.18,128,149,Friday,1
2022-06-03,4.08,79,88,Friday,0
2022-06-03,3.01,140,146,Friday,1
2022-06-03,4.02,93,93,Friday,0
2022-06-03,5.4,104,107,Friday,0
2022-06-03,3.25,143,149,Friday,1
2022-06-03,4.14,111,113,Friday,0
2022-06-03,5.39,83,92,Friday,0
2022-06-04,5.13,131,135,Saturday,0
2022-06-04,4.9,132,132,Saturday,0
2022-06-04,3.3,194,200,Saturday,1
2022-06-04,4.23,126,131,Saturday,0
2022-06-04,2.56,114,131,Saturday,0
2022-06-04,4.28,117,125,Saturday,0
2022-06-04,3.29,123,126,Saturday,0
2022-06-04,2.94,113,122,Saturday,0
2022-06-04,3.11,177,196,Saturday,1
2022-06-04,3.18,124,141,Saturday,0
2022-06-04,3.47,130,131,Saturday,0
2022-06-04,4.98,117,126,Saturday,0
2022-06-04,5.31,104,120,Saturday,0
2022-06-04,4.1,116,120,Saturday,0
2022-06-04,4.64,118,127,Saturday,0
2022-06-04,3.29,110,129,Saturday,0
2022-06-04,3.2,113,128,Saturday,0
2022-06-04,3.41,125,128,Saturday,0
2022-06-04,3.08,186,190,Saturday,1
2022-06-04,3.96,113,131,Saturday,0
2022-06-04,2.91,118,136,Saturday,0
2022-06-04,3.35,113,131,Saturday,0
2022-06-04,4.72,123,136,Saturday,0
2022-06-04,4.88,115,126,Saturday,0
2022-06-04,3.09,163,186,Saturday,1
2022-06-04,4.76,119,131,Saturday,0
2022-06-04,5.43,126,128,Saturday,0
2022-06-04,2.64,121,130,Saturday,0
2022-06-04,3.93,107,122,Saturday,0
2022-06-04,5.37,110,125,Saturday,0
2022-06-04,2.98,112,129,Saturday,0
2022-06-04,4.7,120,125,Saturday,0
2022-06-04,2.82,132,141,Saturday,0
2022-06-04,3.4,114,131,Saturday,0
2022-06-04,3.87,113,123,Saturday,0
2022-06-04,3.35,116,126,Saturday,0
2022-06-04,4.96,125,128,Saturday,0
2022-06-04,5.31,120,132,Saturday,0
2022-06-04,3.87,188,196,Saturday,1
2022-06-04,3.3,116,127,Saturday,0
2022-06-04,3.53,114,132,Saturday,0
2022-06-04,3.49,166,193,Saturday,1
2022-06-04,3.26,116,127,Saturday,0
2022-06-04,2.78,116,135,Saturday,0
2022-06-04,2.97,121,133,Saturday,0
2022-06-04,3.91,125,128,Saturday,0
2022-06-04,4.37,125,134,Saturday,0
2022-06-04,3.02,185,204,Saturday,1
2022-06-04,3.44,116,130,Saturday,0
2022-06-04,5.18,128,132,Saturday,0
2022-06-05,2.84,175,191,Sunday,1
2022-06-05,4.96,119,127,Sunday,0
2022-06-05,3.27,120,127,Sunday,0
2022-06-05,3.44,115,126,Sunday,0
2022-06-05,3.58,187,189,Sunday,1
2022-06-05,3.03,123,135,Sunday,0
2022-06-05,4.25,113,130,Sunday,0
2022-06-05,4.48,119,126,Sunday,0
2022-06-05,4.09,119,127,Sunday,0
2022-06-05,3.47,127,128,Sunday,0
2022-06-05,3.79,187,199,Sunday,1
2022-06-05,3.01,128,128,Sunday,0
2022-06-05,3.99,118,129,Sunday,0
2022-06-05,5.18,115,132,Sunday,0
2022-06-05,4.29,112,128,Sunday,0
2022-06-05,4.04,124,126,Sunday,0
2022-06-05,4.49,126,126,Sunday,0
2022-06-05,3.53,118,132,Sunday,0
2022-06-05,5.19,113,124,Sunday,0
2022-06-05,5.37,119,135,Sunday,0
2022-06-05,5.16,115,131,Sunday,0
2022-06-05,3.6,115,133,Sunday,0
2022-06-05,2.83,120,134,Sunday,0
2022-06-05,2.82,186,192,Sunday,1
2022-06-05,4.67,122,125,Sunday,0
2022-06-05,5.49,124,130,Sunday,0
2022-06-05,4.11,116,129,Sunday,0
2022-06-05,4.19,186,197,Sunday,1
2022-06-05,3.89,120,122,Sunday,0
2022-06-05,4.24,115,122,Sunday,0
2022-06-05,2.55,123,132,Sunday,0
2022-06-05,4.68,132,137,Sunday,0
2022-06-05,2.52,132,135,Sunday,0
2022-06-05,5.2,127,132,Sunday,0
2022-06-05,5,121,129,Sunday,0
2022-06-05,2.1,180,197,Sunday,1
2022-06-05,3.1,112,123,Sunday,0
2022-06-05,5.09,109,127,Sunday,0
2022-06-05,3.54,118,130,Sunday,0
2022-06-05,2.63,128,130,Sunday,0
2022-06-05,5.23,127,140,Sunday,0
2022-06-05,3.02,116,133,Sunday,0
2022-06-05,2.53,128,137,Sunday,0
2022-06-05,3.76,121,132,Sunday,0
2022-06-05,5,117,129,Sunday,0
2022-06-05,4.21,123,134,Sunday,0
2022-06-05,3.96,110,124,Sunday,0
2022-06-05,3.52,189,196,Sunday,1
2022-06-05,3.45,124,125,Sunday,0
2022-06-05,5.46,112,126,Sunday,0
2022-06-06,3.63,104,105,Monday,0
2022-06-06,2.92,89,102,Monday,0
2022-06-06,2.69,89,97,Monday,0
2022-06-06,3.83,134,146,Monday,1
2022-06-06,4.41,87,102,Monday,0
2022-06-06,2.24,139,150,Monday,1
2022-06-06,5.12,96,109,Monday,0
2022-06-06,3.63,98,99,Monday,0
2022-06-06,3.18,125,141,Monday,1
2022-06-06,2.75,95,99,Monday,0
2022-06-06,4.93,90,104,Monday,0
2022-06-06,2.65,137,150,Monday,1
2022-06-06,2.61,96,100,Monday,0
2022-06-06,5.03,86,98,Monday,0
2022-06-06,5.29,99,103,Monday,0
2022-06-06,5.07,97,102,Monday,0
2022-06-06,3.9,92,101,Monday,0
2022-06-06,2.57,130,152,Monday,1
2022-06-06,3.02,87,97,Monday,0
2022-06-06,5.31,94,101,Monday,0
2022-06-06,4.44,94,97,Monday,0
2022-06-06,4.75,95,104,Monday,0
2022-06-06,2.72,82,92,Monday,0
2022-06-06,3.94,90,94,Monday,0
2022-06-06,4.49,84,94,Monday,0
2022-06-06,4.72,95,97,Monday,0
2022-06-06,4.13,98,105,Monday,0
2022-06-06,3.46,99,109,Monday,0
2022-06-06,2.11,136,147,Monday,1
2022-06-06,2.72,130,138,Monday,1
2022-06-06,4.42,104,106,Monday,0
2022-06-06,4.32,90,98,Monday,0
2022-06-06,3.12,98,106,Monday,0
2022-06-06,3.51,87,100,Monday,0
2022-06-06,3.77,96,109,Monday,0
2022-06-06,3.49,112,112,Monday,0
2022-06-06,4.36,96,103,Monday,0
2022-06-06,4.64,98,102,Monday,0
2022-06-06,3.94,105,106,Monday,0
2022-06-06,4.5,96,101,Monday,0
2022-06-06,4.42,86,99,Monday,0
2022-06-06,3.53,87,97,Monday,0
2022-06-06,4.54,94,101,Monday,0
2022-06-06,3.85,91,99,Monday,0
2022-06-06,4.13,100,107,Monday,0
2022-06-06,5.4,83,91,Monday,0
2022-06-06,3.31,84,94,Monday,0
2022-06-06,3.36,92,96,Monday,0
2022-06-06,5.22,90,97,Monday,0
2022-06-06,3.85,148,150,Monday,1
2022-06-07,4.22,89,102,Tuesday,0
2022-06-07,4.5,90,103,Tuesday,0
2022-06-07,3.26,93,100,Tuesday,0
2022-06-07,5.15,92,95,Tuesday,0
2022-06-07,5.21,95,98,Tuesday,0
2022-06-07,5.15,98,103,Tuesday,0
2022-06-07,2.6,94,99,Tuesday,0
2022-06-07,3.95,86,99,Tuesday,0
2022-06-07,3.82,101,106,Tuesday,0
2022-06-07,2.55,91,104,Tuesday,0
2022-06-07,4.16,89,91,Tuesday,0
2022-06-07,3.39,85,97,Tuesday,0
2022-06-07,3.83,93,98,Tuesday,0
2022-06-07,2.52,87,102,Tuesday,0
2022-06-07,4.42,84,90,Tuesday,0
2022-06-07,4.71,99,100,Tuesday,0
2022-06-07,5.24,95,110,Tuesday,0
2022-06-07,3.81,94,97,Tuesday,0
2022-06-07,5.34,90,97,Tuesday,0
2022-06-07,4.94,86,93,Tuesday,0
2022-06-07,3.79,100,103,Tuesday,0
2022-06-07,4.08,141,154,Tuesday,1
2022-06-07,3.03,96,97,Tuesday,0
2022-06-07,2.57,146,152,Tuesday,1
2022-06-07,3.22,139,149,Tuesday,1
2022-06-07,3.15,95,97,Tuesday,0
2022-06-07,2.36,133,144,Tuesday,1
2022-06-07,3.19,93,103,Tuesday,0
2022-06-07,3.6,101,106,Tuesday,0
2022-06-07,5.35,92,100,Tuesday,0
2022-06-07,5.04,87,99,Tuesday,0
2022-06-07,3.67,96,102,Tuesday,0
2022-06-07,3.45,91,105,Tuesday,0
2022-06-07,3.77,92,96,Tuesday,0
2022-06-07,5.38,94,99,Tuesday,0
2022-06-07,3.31,98,102,Tuesday,0
2022-06-07,2.55,90,97,Tuesday,0
2022-06-07,3.9,95,97,Tuesday,0
2022-06-07,2.34,144,150,Tuesday,1
2022-06-07,3.6,143,152,Tuesday,1
2022-06-07,3.1,153,163,Tuesday,1
2022-06-07,2.71,94,101,Tuesday,0
2022-06-07,3.69,93,95,Tuesday,0
2022-06-07,3.69,100,102,Tuesday,0
2022-06-07,3.56,92,101,Tuesday,0
2022-06-07,4.51,86,96,Tuesday,0
2022-06-07,5.13,89,98,Tuesday,0
2022-06-07,2.88,86,98,Tuesday,0
2022-06-07,2.36,133,149,Tuesday,1
2022-06-07,4.2,127,148,Tuesday,1
2022-06-08,4.58,102,109,Wednesday,0
2022-06-08,3.76,87,96,Wednesday,0
2022-06-08,4.24,95,98,Wednesday,0
2022-06-08,4.43,91,99,Wednesday,0
2022-06-08,3.34,91,102,Wednesday,0
2022-06-08,3.45,95,100,Wednesday,0
2022-06-08,4.43,91,106,Wednesday,0
2022-06-08,3.5,103,107,Wednesday,0
2022-06-08,5.3,90,94,Wednesday,0
2022-06-08,2.71,147,150,Wednesday,1
2022-06-08,4.33,100,111,Wednesday,0
2022-06-08,4.91,96,99,Wednesday,0
2022-06-08,3.94,88,99,Wednesday,0
2022-06-08,3.77,91,105,Wednesday,0
2022-06-08,2.77,89,99,Wednesday,0
2022-06-08,3.61,92,97,Wednesday,0
2022-06-08,4.43,96,103,Wednesday,0
2022-06-08,4.96,90,101,Wednesday,0
2022-06-08,3.63,88,97,Wednesday,0
2022-06-08,4.11,88,100,Wednesday,0
2022-06-08,5.49,97,97,Wednesday,0
2022-06-08,4.02,84,97,Wednesday,0
2022-06-08,4.85,90,94,Wednesday,0
2022-06-08,5.44,96,99,Wednesday,0
2022-06-08,3,141,160,Wednesday,1
2022-06-08,4.1,96,98,Wednesday,0
2022-06-08,4.23,83,94,Wednesday,0
2022-06-08,3.91,93,95,Wednesday,0
2022-06-08,5.02,99,106,Wednesday,0
2022-06-08,3.99,81,94,Wednesday,0
2022-06-08,2.59,90,104,Wednesday,0
2022-06-08,4.1,91,97,Wednesday,0
2022-06-08,2.3,129,151,Wednesday,1
2022-06-08,3.99,81,94,Wednesday,0
2022-06-08,4.08,151,154,Wednesday,1
2022-06-08,3.16,93,104,Wednesday,0
2022-06-08,2.3,142,159,Wednesday,1
2022-06-08,4.63,103,104,Wednesday,0
2022-06-08,3.73,132,147,Wednesday,1
2022-06-08,3.21,97,106,Wednesday,0
2022-06-08,2.79,152,154,Wednesday,1
2022-06-08,4.41,95,103,Wednesday,0
2022-06-08,2.54,143,152,Wednesday,1
2022-06-08,3.96,99,100,Wednesday,0
2022-06-08,3.49,95,101,Wednesday,0
2022-06-08,2.78,90,96,Wednesday,0
2022-06-08,4.45,91,98,Wednesday,0
2022-06-08,4.46,90,102,Wednesday,0
2022-06-08,4.44,102,109,Wednesday,0
2022-06-08,4.13,93,98,Wednesday,0
2022-06-09,3.9,127,143,Thursday,1
2022-06-09,2.38,128,148,Thursday,1
2022-06-09,2.61,94,102,Thursday,0
2022-06-09,5.47,87,94,Thursday,0
2022-06-09,2.47,142,154,Thursday,1
2022-06-09,3.67,94,100,Thursday,0
2022-06-09,3.58,139,155,Thursday,1
2022-06-09,2.37,134,148,Thursday,1
2022-06-09,5.5,84,92,Thursday,0
2022-06-09,4.97,93,94,Thursday,0
2022-06-09,5,93,101,Thursday,0
2022-06-09,2.58,94,100,Thursday,0
2022-06-09,5.37,81,94,Thursday,0
2022-06-09,4.64,89,101,Thursday,0
2022-06-09,2.1,141,147,Thursday,1
2022-06-09,2.26,135,153,Thursday,1
2022-06-09,4.57,92,99,Thursday,0
2022-06-09,4.57,100,102,Thursday,0
2022-06-09,2.59,88,99,Thursday,0
2022-06-09,3.08,102,110,Thursday,0
2022-06-09,4.94,94,97,Thursday,0
2022-06-09,3.9,104,107,Thursday,0
2022-06-09,4.67,98,101,Thursday,0
2022-06-09,3.22,99,104,Thursday,0
2022-06-09,5.47,98,108,Thursday,0
2022-06-09,3.22,96,100,Thursday,0
2022-06-09,4.13,107,109,Thursday,0
2022-06-09,5.31,99,104,Thursday,0
2022-06-09,3.88,92,101,Thursday,0
2022-06-09,4.3,136,145,Thursday,1
2022-06-09,4.58,90,105,Thursday,0
2022-06-09,4.69,85,97,Thursday,0
2022-06-09,3.42,94,97,Thursday,0
2022-06-09,3.36,101,103,Thursday,0
2022-06-09,3.85,91,106,Thursday,0
2022-06-09,4.46,84,98,Thursday,0
2022-06-09,3.29,143,152,Thursday,1
2022-06-09,4.1,85,94,Thursday,0
2022-06-09,3.94,88,100,Thursday,0
2022-06-09,3.04,90,100,Thursday,0
2022-06-09,4.38,80,93,Thursday,0
2022-06-09,4.52,96,107,Thursday,0
2022-06-09,2.72,100,107,Thursday,0
2022-06-09,4.21,102,102,Thursday,0
2022-06-09,3.4,92,94,Thursday,0
2022-06-09,2.38,137,148,Thursday,1
2022-06-09,4.65,90,95,Thursday,0
2022-06-09,4.82,104,113,Thursday,0
2022-06-09,3.03,98,103,Thursday,0
2022-06-09,5.03,97,110,Thursday,0
2022-06-10,2.03,146,153,Friday,1
2022-06-10,2.61,142,145,Friday,1
2022-06-10,3.15,90,100,Friday,0
2022-06-10,4.98,96,98,Friday,0
2022-06-10,5.19,87,99,Friday,0
2022-06-10,4.84,94,103,Friday,0
2022-06-10,4.74,94,109,Friday,0
2022-06-10,3.31,107,112,Friday,0
2022-06-10,4.07,90,102,Friday,0
2022-06-10,5.19,97,103,Friday,0
2022-06-10,4.58,90,97,Friday,0
2022-06-10,3.91,78,89,Friday,0
2022-06-10,3.2,92,96,Friday,0
2022-06-10,3.14,140,146,Friday,1
2022-06-10,2.7,97,102,Friday,0
2022-06-10,3.38,147,150,Friday,1
2022-06-10,2.61,87,93,Friday,0
2022-06-10,2.08,136,148,Friday,1
2022-06-10,4.23,137,143,Friday,1
2022-06-10,4.43,101,106,Friday,0
2022-06-10,2.34,138,150,Friday,1
2022-06-10,4.88,95,107,Friday,0
2022-06-10,3.96,88,97,Friday,0
2022-06-10,5.29,98,99,Friday,0
2022-06-10,3.04,88,93,Friday,0
2022-06-10,2.58,129,152,Friday,1
2022-06-10,2.7,101,102,Friday,0
2022-06-10,4.93,83,94,Friday,0
2022-06-10,2.5,89,102,Friday,0
2022-06-10,4.99,99,107,Friday,0
2022-06-10,3.67,92,99,Friday,0
2022-06-10,4.59,99,99,Friday,0
2022-06-10,3.73,80,87,Friday,0
2022-06-10,3.42,94,106,Friday,0
2022-06-10,4.71,94,99,Friday,0
2022-06-10,4.93,94,105,Friday,0
2022-06-10,5.21,88,94,Friday,0
2022-06-10,5,90,105,Friday,0
2022-06-10,3.86,141,153,Friday,1
2022-06-10,3.66,91,98,Friday,0
2022-06-10,2.51,92,100,Friday,0
2022-06-10,5.37,84,98,Friday,0
2022-06-10,3.96,91,95,Friday,0
2022-06-10,4.29,102,108,Friday,0
2022-06-10,4.98,85,96,Friday,0
2022-06-10,3.43,94,98,Friday,0
2022-06-10,3.81,98,104,Friday,0
2022-06-10,3.38,99,102,Friday,0
2022-06-10,4.17,84,99,Friday,0
2022-06-10,4.14,85,99,Friday,0
2022-06-11,4.33,118,134,Saturday,0
